Delta 400 Pro,FA-1027 (1+14),15,900,20C
FP4+,FA-1027 (1+14),4.5,270,24C
FP4+,FA-1027 (1+14),9,540,20C
HP5+,FA-1027 (1+14),9,540,20C
Pan F+,FA-1027 (1+14),5,300,20C
TMax 100,FA-1027 (1+14),9.5,570,20C
TMax 400,FA-1027 (1+14),11,660,20C
Tri-X 400,FA-1027 (1+14),8,480,20C
HP5+,FA-1027 (1+20),9,540,20C
Adox CHM 125,FA-1027 (1+9),6.5,390,20C
Adox CHM 400,FA-1027 (1+9),6.5,390,20C
Arista Premium 400,FA-1027 (1+9),5.5,330,20C
Delta 100 Pro,FA-1027 (1+9),6.5,390,20C
Delta 400 Pro,FA-1027 (1+9),8,480,20C
FP4+,FA-1027 (1+9),6.5,390,20C
HP5+,FA-1027 (1+9),6.5,390,20C
SFX 200,FA-1027 (1+9),11,660,20C
TMax 100,FA-1027 (1+9),6.5,390,20C
TMax 400,FA-1027 (1+9),8,480,20C
Tri-X 400,FA-1027 (1+9),5.5,330,20C
Adox CHM 125,FD10 (1+14),9,540,20C
Adox CHM 400,FD10 (1+14),11,660,20C
Adox CHS 25,FD10 (1+14),6,360,20C
APX 100,FD10 (1+14),11,660,20C
APX 400,FD10 (1+14),12,720,20C
Arista II 100,FD10 (1+14),11,660,20C
Arista II 400,FD10 (1+14),12,720,20C
Arista Premium 400,FD10 (1+14),13,780,20C
Delta 100 Pro,FD10 (1+14),13,780,20C
Delta 3200 Pro,FD10 (1+14),14,840,20C
Delta 400 Pro,FD10 (1+14),12,720,20C
Efke 25,FD10 (1+14),7,420,19C
Fortepan 100,FD10 (1+14),8,480,20C
FP4+,FD10 (1+14),9,540,20C
HP5+,FD10 (1+14),11,660,20C
Legacy Pro 100,FD10 (1+14),10,600,20C
Legacy Pro 100,FD10 (1+14),16,960,20C
Legacy Pro 400,FD10 (1+14),13,780,20C
Legacy Pro 400,FD10 (1+14),17,1020,20C
Neopan 100 Acros,FD10 (1+14),10,600,20C
Neopan 100 Acros,FD10 (1+14),16,960,20C
Neopan 1600,FD10 (1+14),14,840,20C
Neopan 400,FD10 (1+14),13,780,20C
Neopan 400,FD10 (1+14),17,1020,20C
Pan F+,FD10 (1+14),6,360,20C
Rollei Retro 100,FD10 (1+14),11,660,20C
Rollei Retro 400,FD10 (1+14),12,720,20C
SFX 200,FD10 (1+14),14,840,20C
TMax 100,FD10 (1+14),13,780,20C
TMax 400,FD10 (1+14),15,900,20C
TMax P3200,FD10 (1+14),17,1020,20C
Tri-X 400,FD10 (1+14),13,780,20C
Adox CHM 125,FD10 (1+9),6,360,20C
Adox CHM 400,FD10 (1+9),7,420,20C
APX 100,FD10 (1+9),5,300,20C
APX 400,FD10 (1+9),7,420,20C
Arista EDU Ultra 200,FD10 (1+9),6,360,22C
Arista II 100,FD10 (1+9),5,300,20C
Arista II 400,FD10 (1+9),7,420,20C
Arista Premium 400,FD10 (1+9),9,540,20C
Delta 100 Pro,FD10 (1+9),7,420,20C
Delta 3200 Pro,FD10 (1+9),11,660,20C
Delta 400 Pro,FD10 (1+9),8,480,20C
Fomapan 100,FD10 (1+9),8,480,20C
Fomapan 200,FD10 (1+9),6,360,22C
Fomapan 400,FD10 (1+9),10,600,20C
Fortepan 100,FD10 (1+9),6,360,20C
Fortepan 400,FD10 (1+9),7,420,20C
FP4+,FD10 (1+9),6,360,20C
HP5+,FD10 (1+9),7,420,20C
Kentmere 400,FD10 (1+9),12,720,20C
Legacy Pro 100,FD10 (1+9),7,420,20C
Legacy Pro 100,FD10 (1+9),9,540,20C
Legacy Pro 400,FD10 (1+9),6,360,20C
Legacy Pro 400,FD10 (1+9),9,540,20C
Neopan 100 Acros,FD10 (1+9),7,420,20C
Neopan 100 Acros,FD10 (1+9),9,540,20C
Neopan 1600,FD10 (1+9),8,480,20C
Neopan 400,FD10 (1+9),6,360,20C
Neopan 400,FD10 (1+9),9,540,20C
Pan F+,FD10 (1+9),4,240,20C
Polypan F,FD10 (1+9),8,480,20C
Rollei Retro 100,FD10 (1+9),5,300,20C
Rollei Retro 400,FD10 (1+9),7,420,20C
Rollei Retro 400S,FD10 (1+9),12,720,20C
Rollei Retro 400S,FD10 (1+9),12,720,20C
SFX 200,FD10 (1+9),10,600,20C
TMax 100,FD10 (1+9),9,540,20C
TMax 400,FD10 (1+9),11,660,20C
TMax P3200,FD10 (1+9),13,780,20C
Tri-X 400,FD10 (1+9),9,540,20C
Ultrafine Xtreme 400,FD10 (1+9),12,720,20C
Fortepan 100,FD20 (1+1),10.5,630,20C
Fortepan 100,FD20 (stock),7,420,20C
TMax P3200,FD30 (1+5),5,300,20C
Adox CHM 125,FD30 (1+7),4,240,20C
Adox CHM 400,FD30 (1+7),5,300,20C
Arista Premium 400,FD30 (1+7),5,300,20C
FP4+,FD30 (1+7),4,240,20C
HP5+,FD30 (1+7),5,300,20C
TMax P3200,FD30 (1+7),7,420,20C
Tri-X 400,FD30 (1+7),5,300,20C
Adox CHM 125,FD30 (1+9),5,300,20C
Adox CHM 400,FD30 (1+9),6,360,20C
APX 100,FD30 (1+9),6,360,20C
Arista II 100,FD30 (1+9),6,360,20C
Arista Premium 400,FD30 (1+9),6,360,20C
FP4+,FD30 (1+9),5,300,20C
HP5+,FD30 (1+9),6,360,20C
Legacy Pro 400,FD30 (1+9),5,300,20C
Neopan 1600,FD30 (1+9),7,420,20C
Neopan 400,FD30 (1+9),5,300,20C
Rollei Retro 100,FD30 (1+9),6,360,20C
TMax 100,FD30 (1+9),5.5,330,20C
TMax 400,FD30 (1+9),5,300,20C
TMax P3200,FD30 (1+9),9,540,20C
Tri-X 400,FD30 (1+9),6,360,20C
Adox CHS 100,FG7 (1+15),13,780,21C
Adox CHS 25,FG7 (1+15),7,420,21C
Delta 100 Pro,FG7 (1+15),10,600,21C
Delta 3200 Pro,FG7 (1+15),16,960,21C
Efke 100,FG7 (1+15),13,780,21C
Efke 25,FG7 (1+15),7,420,21C
Legacy Pro 100,FG7 (1+15),9,540,21C
Neopan 100 Acros,FG7 (1+15),9,540,21C
Pan F+,FG7 (1+15),9,540,21C
TMax P3200,FG7 (1+15),15,900,21C
Delta 100 Pro,FG7 (1+15S),7,420,21C
Delta 3200 Pro,FG7 (1+15S),11,660,21C
Pan F+,FG7 (1+15S),6,360,21C
TMax P3200,FG7 (1+15S),14.5,870,21C
Arista EDU Ultra 100,FG7 (1+3),3.5,210,20C
Arista EDU Ultra 200,FG7 (1+3),3,180,20C
Arista EDU Ultra 400,FG7 (1+3),4.5,270,20C
Delta 100 Pro,FG7 (1+3),4,240,21C
Fomapan 100,FG7 (1+3),3.5,210,20C
Fomapan 200,FG7 (1+3),3,180,20C
Fomapan 400,FG7 (1+3),4.5,270,20C
TMax P3200,FG7 (1+3),7.5,450,21C
Adox CHM 125,Fino S31 (stock),4.5,270,20C
Adox CHM 400,Fino S31 (stock),7.5,450,20C
Adox CHS 25,Fino S31 (stock),4.5,270,20C
Adox CHS 50,Fino S31 (stock),4.5,270,20C
APX 100,Fino S31 (stock),4.5,270,20C
Arista II 100,Fino S31 (stock),4.5,270,20C
Arista Premium 400,Fino S31 (stock),5.5,330,20C
Efke 25,Fino S31 (stock),4.5,270,20C
Efke 50,Fino S31 (stock),4.5,270,20C
FP4+,Fino S31 (stock),4.5,270,20C
HP5+,Fino S31 (stock),7.5,450,20C
Pan F+,Fino S31 (stock),4.5,270,20C
Rollei Retro 100,Fino S31 (stock),4.5,270,20C
Tri-X 400,Fino S31 (stock),5.5,330,20C
Adox CHM 125,Fino ST33 (1+1),3.75,225,20C
Adox CHM 400,Fino ST33 (1+1),5,300,20C
APX 100,Fino ST33 (1+1),4,240,20C
Arista II 100,Fino ST33 (1+1),4,240,20C
Arista Premium 400,Fino ST33 (1+1),6,360,20C
Delta 100 Pro,Fino ST33 (1+1),3.5,210,24C
FP4+,Fino ST33 (1+1),3.75,225,20C
HP5+,Fino ST33 (1+1),5,300,20C
Legacy Pro 400,Fino ST33 (1+1),5,300,23C
Neopan 1600,Fino ST33 (1+1),7.5,450,20C
Neopan 400,Fino ST33 (1+1),5,300,23C
Pan F+,Fino ST33 (1+1),3.25,195,20C
Rollei Retro 100,Fino ST33 (1+1),4,240,20C
TMax 400,Fino ST33 (1+1),4,240,20C
TMax P3200,Fino ST33 (1+1),9,540,20C
Tri-X 400,Fino ST33 (1+1),6,360,20C
Neopan 100 Acros,Fino ST33 (1+3),7.75,465,20C
TMax 100,Fino ST33 (1+3),17,1020,22C
Agfa Scala (ISO 400),Fino ST33 (1+7),30,1800,24°C
Adox CHM 125,Fino ST33 (stock),2.75,165,20C
Adox CHM 400,Fino ST33 (stock),2.75,165,20C
APX 100,Fino ST33 (stock),2.75,165,20C
Arista II 100,Fino ST33 (stock),2.75,165,20C
FP4+,Fino ST33 (stock),2.75,165,20C
HP5+,Fino ST33 (stock),2.75,165,20C
Pan F+,Fino ST33 (stock),3,180,20C
Rollei Retro 100,Fino ST33 (stock),2.75,165,20C
Adox CHS 25,Finol (1+1+100),8.5,510,24C
Adox CHS 50,Finol (1+1+100),10,600,24C
APX 100,Finol (1+1+100),11,660,24C
Efke 25,Finol (1+1+100),8.5,510,24C
Efke 50,Finol (1+1+100),10,600,24C
Efke IR820 (ISO 12),Finol (1+1+100),14,840,24C
FP4+,Finol (1+1+100),11,660,24C
Rollei Infrared (ISO 12),Finol (1+1+100),14.5,870,24C
Rollei Retro 80S,Finol (1+1+100),8,480,24C
TMax 100,Finol (1+1+100),12,720,24C
Arista EDU Ultra 200,Foma FV 29 (stock),8,480,20C
Fomapan 200,Foma FV 29 (stock),8,480,20C
APX 100,Foma Universal (1+3),7,420,20C
Arista Premium 400,Foma Universal (1+3),7.5,450,20C
Fomapan 100,Foma Universal (1+3),5,300,20C
Rollei Retro 400S,Foma Universal (1+3),10.5,630,20C
Rollei Retro 400S,Foma Universal (1+3),10.5,630,20C
Tri-X 400,Foma Universal (1+3),7.5,450,20C
APX 100,Foma W-17 Hydrofen (1+1),9.5,570,20C
APX 400,Foma W-17 Hydrofen (1+1),11,660,20C
Arista II 400,Foma W-17 Hydrofen (1+1),11,660,20C
Pan F+,Foma W-17 Hydrofen (1+1),7.5,450,20C
Polypan F (ISO 200),Foma W-17 Hydrofen (1+1),20,1200,20C
Rollei Retro 400,Foma W-17 Hydrofen (1+1),11,660,20C
Polypan F,Foma W-17 Hydrofen (1+3),18,1080,20C
APX 100,Foma W-17 Hydrofen (stock),4.75,285,20C
APX 100,Fomadon Excel (1+1),14,840,20C
Arista EDU Ultra 400,Fomadon Excel (1+1),15,900,20C
Fomapan 100,Fomadon Excel (1+1),8.5,510,20C
Fomapan 400,Fomadon Excel (1+1),15,900,20C
Pan F+,Fomadon Excel (1+1),10.5,630,20C
Neopan 100 Acros,Fomadon Excel (1+2),8.5,510,20C
Neopan 100 Acros,Fomadon Excel (1+3),9.5,570,20C
Adox CHM 125,Fomadon Excel (stock),10,600,20C
Adox CHM 400,Fomadon Excel (stock),8,480,20C
APX 100,Fomadon Excel (stock),10,600,20C
Arista II 100,Fomadon Excel (stock),10,600,20C
FP4+,Fomadon Excel (stock),10,600,20C
HP5+,Fomadon Excel (stock),8,480,20C
Legacy Pro 400,Fomadon Excel (stock),6.5,390,20C
Neopan 400,Fomadon Excel (stock),6.5,390,20C
Pan F+,Fomadon Excel (stock),7.5,450,20C
Rollei Retro 100,Fomadon Excel (stock),10,600,20C
Rollei Retro 400S,Fomadon Excel (stock),9.5,570,20C
Rollei Retro 400S,Fomadon Excel (stock),9.5,570,20C
TMax 100,Fomadon Excel (stock),7,420,20C
TMax 400,Fomadon Excel (stock),6.5,390,20C
Adox CHS 100,Fomadon LQN (1+10),9,540,20C
Adox CHS 25,Fomadon LQN (1+10),4,240,20C
Adox CHS 50,Fomadon LQN (1+10),7,420,20C
APX 400,Fomadon LQN (1+10),10,600,20C
Argenti LSRF (ISO 50),Fomadon LQN (1+10),7,420,20C
Arista EDU Ultra 100,Fomadon LQN (1+10),7.5,450,20C
Arista EDU Ultra 100,Fomadon LQN (1+10),18,1080,20C
Arista EDU Ultra 200,Fomadon LQN (1+10),6,360,20C
Arista EDU Ultra 400,Fomadon LQN (1+10),9,540,20C
Delta 100 Pro,Fomadon LQN (1+10),8,480,20C
Efke 100,Fomadon LQN (1+10),9,540,20C
Efke 25,Fomadon LQN (1+10),4,240,20C
Efke 50,Fomadon LQN (1+10),7,420,20C
Fomapan 100,Fomadon LQN (1+10),7.5,450,20C
Fomapan 100,Fomadon LQN (1+10),18,1080,20C
Fomapan 200,Fomadon LQN (1+10),6,360,20C
Fomapan 400,Fomadon LQN (1+10),9.5,570,20C
HP5+,Fomadon LQN (1+10),9.5,570,20C
Ilford Pan 100,Fomadon LQN (1+10),9.5,570,20C
Neopan 100 Acros,Fomadon LQN (1+10),8,480,20C
Neopan 100ss,Fomadon LQN (1+10),8,480,20C
Neopan 400,Fomadon LQN (1+10),9,540,20C
Polypan F,Fomadon LQN (1+10),7,420,20C
SFX 200,Fomadon LQN (1+10),9,540,20C
SHD 100,Fomadon LQN (1+10),9,540,20C
TMax 100,Fomadon LQN (1+10),7.5,450,20C
TMax 400,Fomadon LQN (1+10),12,720,20C
Tri-X 400,Fomadon LQN (1+10),15,900,20C
FP4+,Fomadon LQN (1+14),11,660,20C
Rollei Retro 400,Fomadon LQN (1+7),11,660,20C
Arista EDU Ultra 100,Fomadon LQR (1+10),5.5,330,20C
Arista EDU Ultra 400,Fomadon LQR (1+10),7.5,450,20C
Fomapan 100,Fomadon LQR (1+10),5.5,330,20C
Fomapan 200,Fomadon LQR (1+10),5.5,330,20C
Fomapan 400,Fomadon LQR (1+10),7.5,450,20C
HP5+,Fomadon LQR (1+10),8,480,20C
Fomapan 400,Fomadon P (1+3),22,1320,20C
Adox CHM 125,Fomadon P (stock),10,600,20C
Adox CHM 400,Fomadon P (stock),14,840,20C
APX 100,Fomadon P (stock),10,600,20C
APX 400,Fomadon P (stock),13,780,20C
Arista EDU Ultra 100,Fomadon P (stock),7.5,450,20C
Arista EDU Ultra 400,Fomadon P (stock),10.5,630,20C
Arista II 100,Fomadon P (stock),10,600,20C
Arista II 400,Fomadon P (stock),13,780,20C
Delta 100 Pro,Fomadon P (stock),10,600,20C
Delta 400 Pro,Fomadon P (stock),10,600,20C
Fomapan 100,Fomadon P (stock),7.5,450,20C
Fomapan 400,Fomadon P (stock),10.5,630,20C
FP4+,Fomadon P (stock),10,600,20C
HP5+,Fomadon P (stock),14,840,20C
Ilford Pan 100,Fomadon P (stock),13,780,20C
Rollei Retro 100,Fomadon P (stock),10,600,20C
Rollei Retro 400,Fomadon P (stock),13,780,20C
TMax 100,Fomadon P (stock),13,780,20C
TMax 400,Fomadon P (stock),11,660,20C
Tri-X 400,Fomadon P (stock),11,660,20C
Adox CHS 100,Fomadon R09 (1+100),19,1140,20C
Adox CHS 25,Fomadon R09 (1+100),18,1080,20C
Adox CHS 50,Fomadon R09 (1+100),19,1140,20C
Efke 100,Fomadon R09 (1+100),19,1140,20C
Efke 25,Fomadon R09 (1+100),18,1080,20C
Efke 50,Fomadon R09 (1+100),19,1140,20C
Legacy Pro 400,Fomadon R09 (1+100),50,3000,20C
Neopan 400,Fomadon R09 (1+100),50,3000,20C
Rollei Superpan 200,Fomadon R09 (1+100),45,2700,20C
Rollei Retro 400S,Fomadon R09 (1+20),7,420,20C
Rollei Retro 400S,Fomadon R09 (1+20),7,420,20C
Rollei RPX 100,Fomadon R09 (1+20),9,540,20C
Arista EDU Ultra 400,Fomadon R09 (1+200),60,3600,20C
Fomapan 400,Fomadon R09 (1+200),60,3600,20C
Rollei Retro 100,Fomadon R09 (1+24),7.5,450,20C
APX 100,Fomadon R09 (1+25),8,480,20C
APX 400,Fomadon R09 (1+25),10,600,20C
Argenti Protopan 400,Fomadon R09 (1+25),9,540,24C
Delta 100 Pro,Fomadon R09 (1+25),9,540,20C
Delta 400 Pro,Fomadon R09 (1+25),8,480,20C
Fomapan 100,Fomadon R09 (1+25),4,240,20C
Fomapan 200,Fomadon R09 (1+25),5,300,20C
Fomapan 400,Fomadon R09 (1+25),6,360,20C
FP4+,Fomadon R09 (1+25),8,480,20C
Neopan 1600,Fomadon R09 (1+25),3.5,210,20C
Neopan 400,Fomadon R09 (1+25),4.5,270,20C
Pan F+,Fomadon R09 (1+25),6,360,20C
TMax 100,Fomadon R09 (1+25),5.5,330,20C
TMax 400,Fomadon R09 (1+25),6,360,20C
TMax P3200,Fomadon R09 (1+25),8,480,20C
Tri-X 400,Fomadon R09 (1+25),7,420,20C
APX 100,Fomadon R09 (1+40),12,720,20C
Fomapan 200,Fomadon R09 (1+40),9,540,20C
Ilford Pan 100,Fomadon R09 (1+40),10,600,20C
Ilford Pan 400,Fomadon R09 (1+40),11,660,20C
SHD 100,Fomadon R09 (1+40),7,420,20C
TMax 100,Fomadon R09 (1+40),9,540,20C
TMax 400,Fomadon R09 (1+40),11,660,20C
Tri-X 400,Fomadon R09 (1+40),13.5,810,20C
Tri-X 400,Fomadon R09 (1+40),15,900,20C
Adox CHS 100,Fomadon R09 (1+50),9.5,570,20C
APX 100,Fomadon R09 (1+50),17,1020,20C
APX 400,Fomadon R09 (1+50),30,1800,20C
Delta 100 Pro,Fomadon R09 (1+50),16,960,20C
Delta 400 Pro,Fomadon R09 (1+50),18,1080,20C
Fomapan 100,Fomadon R09 (1+50),9,540,20C
Fomapan 200,Fomadon R09 (1+50),10,600,20C
Fomapan 400,Fomadon R09 (1+50),12,720,20C
FP4+,Fomadon R09 (1+50),18,1080,20C
Neopan 1600,Fomadon R09 (1+50),8,480,20C
Neopan 400,Fomadon R09 (1+50),8,480,20C
Pan F+,Fomadon R09 (1+50),12,720,20C
Polypan F,Fomadon R09 (1+50),13.5,810,19C
TMax 100,Fomadon R09 (1+50),15,900,20C
TMax 400,Fomadon R09 (1+50),11,660,20C
TMax P3200,Fomadon R09 (1+50),16,960,20C
Tri-X 400,Fomadon R09 (1+50),14,840,20C
Legacy Pro 100,Fuji Microfine (1+1),15,900,20C
Neopan 100 Acros,Fuji Microfine (1+1),15,900,20C
Neopan 100ss,Fuji Microfine (1+1),11.5,690,20C
Legacy Pro 100,Fuji Microfine (stock),10,600,20C
Neopan 100 Acros,Fuji Microfine (stock),10,600,20C
Neopan 100ss,Fuji Microfine (stock),9.5,570,20C
Legacy Pro 400,Fujidol (1+1),9,540,20C
Neopan 1600,Fujidol (1+1),9,540,20C
Neopan 400,Fujidol (1+1),9,540,20C
Neopan 1600,Fujidol (1+3),14,840,20C
Legacy Pro 400,Fujidol (stock),6.5,390,20C
Neopan 1600,Fujidol (stock),6.5,390,20C
Neopan 400,Fujidol (stock),6.5,390,20C
Neopan 100 Acros,Fujidol E (1+1),12.5,750,20C
Neopan 100ss,Fujidol E (1+1),7.5,450,20C
Neopan 100 Acros,Fujidol E (stock),9,540,20C
Neopan 100ss,Fujidol E (stock),6.75,405,20C
Orca 110,FX-1 (1+1+8),9,540,20C
Orwo UN54+,FX-1 (1+1+8),9,540,20C
Polypan F (ISO 100),FX-1 (1+1+8),12,720,20C
SHD 100,FX-1 (1+1+8),13,780,20C
TMax 100,FX-1 (1+1+8),12,720,20C
APX 100,FX-19 (stock),9,540,20C
Arista II 100,FX-19 (stock),9,540,20C
Arista Premium 100,FX-19 (stock),8,480,20C
Delta 100 Pro,FX-19 (stock),9,540,20C
Legacy Pro 100,FX-19 (stock),8,480,20C
Neopan 100 Acros,FX-19 (stock),8,480,20C
Neopan 100ss,FX-19 (stock),9,540,20C
Rollei Retro 100,FX-19 (stock),9,540,20C
TMax 100,FX-19 (stock),9,540,20C
Delta 100 Pro,FX-37 (1+3),8.25,495,20C
Delta 400 Pro,FX-37 (1+3),7.5,450,20C
Neopan 1600,FX-37 (1+3),5,300,20C
Tri-X 400,FX-37 (1+5),6,360,22C
Adox CHS 100,FX-39 (1+14),11,660,20C
Adox Pan 25,FX-39 (1+14),6,360,20C
Efke 100,FX-39 (1+14),11,660,20C
Neopan 100 Acros,FX-39 (1+14),8.25,495,20C
Rollei Superpan 200,FX-39 (1+14),17,1020,20C
TMax 100,FX-39 (1+14),11,660,20C
TMax 400,FX-39 (1+14),12,720,20C
FP4+,FX-39 (1+16),16.5,990,21C
Adox CHS 100 II,FX-39 (1+19),13,780,20C
Legacy Pro 100,FX-39 (1+19),11,660,20C
Neopan 100 Acros,FX-39 (1+19),11,660,20C
Neopan 100 Acros,FX-39 (1+40),16.75,1005,20.5C
Delta 3200 Pro,FX-39 (1+5),11,660,20C
FP4+,FX-39 (1+50),25,1500,22C
Adox CHM 125,FX-39 (1+9),5.5,330,20C
Adox CHM 400,FX-39 (1+9),9,540,20C
Adox CHS 100,FX-39 (1+9),7,420,20C
Adox CHS 100 II,FX-39 (1+9),7.5,450,20C
Adox CHS 25,FX-39 (1+9),4,240,20C
Adox CHS 50,FX-39 (1+9),5.5,330,20C
Adox Silvermax (ISO 100),FX-39 (1+9),8,480,20C
APX 100,FX-39 (1+9),7.5,450,20C
APX 400,FX-39 (1+9),11,660,20C
Arista II 100,FX-39 (1+9),7.5,450,20C
Arista II 400,FX-39 (1+9),11,660,20C
Arista Premium 400,FX-39 (1+9),8,480,20C
Delta 100 Pro,FX-39 (1+9),7,420,20C
Delta 400 Pro,FX-39 (1+9),10,600,20C
Efke 100,FX-39 (1+9),7,420,20C
Efke 25,FX-39 (1+9),4,240,20C
Efke 50,FX-39 (1+9),5.5,330,20C
FP4+,FX-39 (1+9),5.5,330,20C
HP5+,FX-39 (1+9),9,540,20C
Legacy Pro 400,FX-39 (1+9),10,600,20C
Neopan 1600,FX-39 (1+9),5.5,330,20C
Neopan 400,FX-39 (1+9),10,600,20C
Pan F+,FX-39 (1+9),4.5,270,20C
Rollei Retro 100,FX-39 (1+9),7.5,450,20C
Rollei Retro 400,FX-39 (1+9),11,660,20C
Rollei RPX 100,FX-39 (1+9),7.5,450,20C
Rollei RPX 400,FX-39 (1+9),11,660,20C
SFX 200,FX-39 (1+9),5.5,330,20C
TMax 100,FX-39 (1+9),8,480,20C
TMax 400,FX-39 (1+9),10,600,20C
TMax P3200,FX-39 (1+9),12.5,750,20C
Tri-X 400,FX-39 (1+9),8,480,20C
Fomapan 400,FX-4 (1+3),18,1080,20C
Rollei Superpan 200,FX-5 (1+3),30,1800,20C
Adox CHM 400,FX-50 (stock),13,780,20C
APX 100,FX-50 (stock),9,540,20C
APX 400,FX-50 (stock),11,660,20C
Arista Premium 400,FX-50 (stock),11,660,20C
Delta 100 Pro,FX-50 (stock),8.5,510,20C
Delta 400 Pro,FX-50 (stock),11,660,20C
FP4+,FX-50 (stock),7.5,450,20C
HP5+,FX-50 (stock),13,780,20C
Legacy Pro 400,FX-50 (stock),15,900,20C
Neopan 1600,FX-50 (stock),13,780,20C
Neopan 400,FX-50 (stock),15,900,20C
Pan F+,FX-50 (stock),6,360,20C
SFX 200,FX-50 (stock),13,780,20C
TMax 100,FX-50 (stock),12,720,20C
TMax 400,FX-50 (stock),13,780,20C
TMax P3200,FX-50 (stock),16,960,20C
Tri-X 400,FX-50 (stock),11,660,20C
APX 100,FX-55 (1+9),10.5,630,20C
APX 400,FX-55 (1+9),12,720,20C
Delta 100 Pro,FX-55 (1+9),10,600,20C
Delta 3200 Pro,FX-55 (1+9),12.5,750,20C
Delta 400 Pro,FX-55 (1+9),12.5,750,20C
FP4+,FX-55 (1+9),8.5,510,20C
HP5+,FX-55 (1+9),13.5,810,20C
Neopan 100 Acros,FX-55 (1+9),11,660,20C
Neopan 1600,FX-55 (1+9),15.5,930,20C
Neopan 400,FX-55 (1+9),16.5,990,20C
Pan F+,FX-55 (1+9),7,420,20C
SFX 200,FX-55 (1+9),14,840,20C
TMax 100,FX-55 (1+9),13,780,20C
TMax 400,FX-55 (1+9),14.5,870,20C
TMax P3200,FX-55 (1+9),17.5,1050,20C
Tri-X 400,FX-55 (1+9),12.5,750,20C
TMax 100,FX5 (1+8),30,1800,23C
Adox CHM 125,Gamma Plus (1+12),8,480,20C
Adox CHM 400,Gamma Plus (1+12),9,540,20C
APX 100,Gamma Plus (1+12),8,480,20C
Arista EDU Ultra 400,Gamma Plus (1+12),8.5,510,22C
Arista II 100,Gamma Plus (1+12),8,480,20C
Arista Premium 400,Gamma Plus (1+12),9,540,20C
Delta 100 Pro,Gamma Plus (1+12),6,360,20C
Fomapan 400,Gamma Plus (1+12),8.5,510,22C
Fortepan 100,Gamma Plus (1+12),8,480,20C
Fortepan 200,Gamma Plus (1+12),10.5,630,20C
Fortepan 400,Gamma Plus (1+12),11.5,690,20C
FP4+,Gamma Plus (1+12),8,480,20C
HP5+,Gamma Plus (1+12),9,540,20C
Neopan 100ss,Gamma Plus (1+12),7,420,20C
Neopan 1600,Gamma Plus (1+12),6.5,390,20C
Pan F+,Gamma Plus (1+12),5,300,20C
Rollei Retro 100,Gamma Plus (1+12),8,480,20C
TMax 100,Gamma Plus (1+12),9,540,20C
TMax 400,Gamma Plus (1+12),9.5,570,20C
TMax P3200,Gamma Plus (1+12),9.5,570,20C
Tri-X 400,Gamma Plus (1+12),9,540,20C
Adox CHM 125,Gamma Plus (1+20),12,720,20C
Adox CHM 400,Gamma Plus (1+20),11.5,690,20C
APX 100,Gamma Plus (1+20),10.5,630,20C
Arista II 100,Gamma Plus (1+20),10.5,630,20C
Arista Premium 400,Gamma Plus (1+20),13.5,810,20C
Delta 100 Pro,Gamma Plus (1+20),8.5,510,20C
Fortepan 100,Gamma Plus (1+20),11,660,20C
Fortepan 200,Gamma Plus (1+20),14,840,20C
Fortepan 400,Gamma Plus (1+20),15,900,20C
FP4+,Gamma Plus (1+20),12,720,20C
HP5+,Gamma Plus (1+20),11.5,690,20C
Neopan 100 Acros,Gamma Plus (1+20),11,660,20C
Neopan 100ss,Gamma Plus (1+20),11,660,20C
Neopan 1600,Gamma Plus (1+20),10.5,630,20C
Pan F+,Gamma Plus (1+20),8,480,20C
Rollei Retro 100,Gamma Plus (1+20),10.5,630,20C
TMax 100,Gamma Plus (1+20),14,840,20C
TMax 400,Gamma Plus (1+20),14.5,870,20C
TMax P3200,Gamma Plus (1+20),13.5,810,20C
Tri-X 400,Gamma Plus (1+20),13.5,810,20C
Adox CHM 125,Gamma Plus (1+7),5.5,330,20C
Adox CHM 400,Gamma Plus (1+7),6,360,20C
APX 100,Gamma Plus (1+7),5,300,20C
Arista II 100,Gamma Plus (1+7),5,300,20C
Arista Premium 400,Gamma Plus (1+7),7.5,450,20C
Delta 100 Pro,Gamma Plus (1+7),4,240,20C
Fortepan 100,Gamma Plus (1+7),6,360,20C
Fortepan 200,Gamma Plus (1+7),8,480,20C
Fortepan 400,Gamma Plus (1+7),9,540,20C
FP4+,Gamma Plus (1+7),5.5,330,20C
HP5+,Gamma Plus (1+7),6,360,20C
Neopan 100ss,Gamma Plus (1+7),5,300,20C
Neopan 1600,Gamma Plus (1+7),4.5,270,20C
Rollei Retro 100,Gamma Plus (1+7),5,300,20C
TMax 100,Gamma Plus (1+7),6,360,20C
TMax 400,Gamma Plus (1+7),7,420,20C
TMax P3200,Gamma Plus (1+7),6.5,390,20C
Tri-X 400,Gamma Plus (1+7),7.5,450,20C
Adox CHM 125,Gradual ST20 (1+9),6.5,390,20C
Adox CHM 400,Gradual ST20 (1+9),11,660,20C
APX 100,Gradual ST20 (1+9),6.5,390,20C
Arista II 100,Gradual ST20 (1+9),6.5,390,20C
Arista Premium 400,Gradual ST20 (1+9),9,540,20C
Delta 100 Pro,Gradual ST20 (1+9),6,360,24C
FP4+,Gradual ST20 (1+9),6.5,390,20C
HP5+,Gradual ST20 (1+9),11,660,20C
Legacy Pro 400,Gradual ST20 (1+9),12,720,20C
